record_id,Unnamed: 0_data1,Main_data1,Sub_data1,Interval,Replication,Unnamed: 5,Unnamed: 6,Main.1,Sub.1,Intervals,Rep,Unnamed: 11,Stage 3,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Stage 4,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 0_data2,Unnamed: 1,Unnamed: 2,Unnamed: 3,Main_data2,Sub_data2,Unnamed: 8,Treat,Rep.1,Unnamed: 12
311,,,,,,,,,,,,,I3,S3,6,1,37.8,I3,S4,14,1,30.8,,,,,,,,T12,3,67.9
312,,,,,,,,,,,,,I3,S3,6,1,37.8,I3,S4,14,1,30.8,,,,,,,,T13,3,80.4
313,,,,,,,,,,,,,I1,S3,6,2,32.2,I1,S4,14,2,26.8,,,,,,,,T11,3,68.4
314,,,,,,,,,,,,,I1,S3,6,2,32.2,I1,S4,14,2,26.8,,,,,,,,T12,3,67.9
315,,,,,,,,,,,,,I1,S3,6,2,32.2,I1,S4,14,2,26.8,,,,,,,,T13,3,80.4
316,,,,,,,,,,,,,I2,S3,6,2,35.3,I2,S4,14,2,29.4,,,,,,,,T11,3,68.4
317,,,,,,,,,,,,,I2,S3,6,2,35.3,I2,S4,14,2,29.4,,,,,,,,T12,3,67.9
318,,,,,,,,,,,,,I2,S3,6,2,35.3,I2,S4,14,2,29.4,,,,,,,,T13,3,80.4
319,,,,,,,,,,,,,I3,S3,6,2,37.0,I3,S4,14,2,30.9,,,,,,,,T11,3,68.4
320,,,,,,,,,,,,,I3,S3,6,2,37.0,I3,S4,14,2,30.9,,,,,,,,T12,3,67.9
321,,,,,,,,,,,,,I3,S3,6,2,37.0,I3,S4,14,2,30.9,,,,,,,,T13,3,80.4
322,,,,,,,,,,,,,I1,S3,6,3,32.8,I1,S4,14,3,27.2,,,,,,,,T11,3,68.4
323,,,,,,,,,,,,,I1,S3,6,3,32.8,I1,S4,14,3,27.2,,,,,,,,T12,3,67.9
324,,,,,,,,,,,,,I1,S3,6,3,32.8,I1,S4,14,3,27.2,,,,,,,,T13,3,80.4
325,,,,,,,,,,,,,I2,S3,6,3,36.8,I2,S4,14,3,29.7,,,,,,,,T11,3,68.4
326,,,,,,,,,,,,,I2,S3,6,3,36.8,I2,S4,14,3,29.7,,,,,,,,T12,3,67.9
327,,,,,,,,,,,,,I2,S3,6,3,36.8,I2,S4,14,3,29.7,,,,,,,,T13,3,80.4
328,,,,,,,,,,,,,I3,S3,6,3,38.2,I3,S4,14,3,31.5,,,,,,,,T11,3,68.4
329,,,,,,,,,,,,,I3,S3,6,3,38.2,I3,S4,14,3,31.5,,,,,,,,T12,3,67.9
330,,,,,,,,,,,,,I3,S3,6,3,38.2,I3,S4,14,3,31.5,,,,,,,,T13,3,80.4
331,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,T11,3,68.4
332,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,T12,3,67.9
333,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,T13,3,80.4
334,,,,,,,,,,,,,I1,S3,7,1,28.2,I1,S4,15,1,32.4,,,,,,,,T11,3,68.4
335,,,,,,,,,,,,,I1,S3,7,1,28.2,I1,S4,15,1,32.4,,,,,,,,T12,3,67.9
336,,,,,,,,,,,,,I1,S3,7,1,28.2,I1,S4,15,1,32.4,,,,,,,,T13,3,80.4
337,,,,,,,,,,,,,I2,S3,7,1,32.6,I2,S4,15,1,35.9,,,,,,,,T11,3,68.4
338,,,,,,,,,,,,,I2,S3,7,1,32.6,I2,S4,15,1,35.9,,,,,,,,T12,3,67.9
339,,,,,,,,,,,,,I2,S3,7,1,32.6,I2,S4,15,1,35.9,,,,,,,,T13,3,80.4
340,,,,,,,,,,,,,I3,S3,7,1,34.8,I3,S4,15,1,37.4,,,,,,,,T11,3,68.4
341,,,,,,,,,,,,,I3,S3,7,1,34.8,I3,S4,15,1,37.4,,,,,,,,T12,3,67.9
342,,,,,,,,,,,,,I3,S3,7,1,34.8,I3,S4,15,1,37.4,,,,,,,,T13,3,80.4
343,,,,,,,,,,,,,I1,S3,7,2,29.9,I1,S4,15,2,31.6,,,,,,,,T11,3,68.4
344,,,,,,,,,,,,,I1,S3,7,2,29.9,I1,S4,15,2,31.6,,,,,,,,T12,3,67.9
345,,,,,,,,,,,,,I1,S3,7,2,29.9,I1,S4,15,2,31.6,,,,,,,,T13,3,80.4
346,,,,,,,,,,,,,I2,S3,7,2,32.3,I2,S4,15,2,36.6,,,,,,,,T11,3,68.4
347,,,,,,,,,,,,,I2,S3,7,2,32.3,I2,S4,15,2,36.6,,,,,,,,T12,3,67.9
348,,,,,,,,,,,,,I2,S3,7,2,32.3,I2,S4,15,2,36.6,,,,,,,,T13,3,80.4
349,,,,,,,,,,,,,I3,S3,7,2,33.9,I3,S4,15,2,38.9,,,,,,,,T11,3,68.4
350,,,,,,,,,,,,,I3,S3,7,2,33.9,I3,S4,15,2,38.9,,,,,,,,T12,3,67.9
351,,,,,,,,,,,,,I3,S3,7,2,33.9,I3,S4,15,2,38.9,,,,,,,,T13,3,80.4
352,,,,,,,,,,,,,I1,S3,7,3,29.7,I1,S4,15,3,32.9,,,,,,,,T11,3,68.4
353,,,,,,,,,,,,,I1,S3,7,3,29.7,I1,S4,15,3,32.9,,,,,,,,T12,3,67.9
354,,,,,,,,,,,,,I1,S3,7,3,29.7,I1,S4,15,3,32.9,,,,,,,,T13,3,80.4
355,,,,,,,,,,,,,I2,S3,7,3,33.7,I2,S4,15,3,35.6,,,,,,,,T11,3,68.4
356,,,,,,,,,,,,,I2,S3,7,3,33.7,I2,S4,15,3,35.6,,,,,,,,T12,3,67.9
357,,,,,,,,,,,,,I2,S3,7,3,33.7,I2,S4,15,3,35.6,,,,,,,,T13,3,80.4
358,,,,,,,,,,,,,I3,S3,7,3,34.9,I3,S4,15,3,37.7,,,,,,,,T11,3,68.4
359,,,,,,,,,,,,,I3,S3,7,3,34.9,I3,S4,15,3,37.7,,,,,,,,T12,3,67.9
360,,,,,,,,,,,,,I3,S3,7,3,34.9,I3,S4,15,3,37.7,,,,,,,,T13,3,80.4
361,,,,,,,,,,,,,I1,S3,8,1,27.2,I1,S4,16,1,34.8,,,,,,,,T11,3,68.4
362,,,,,,,,,,,,,I1,S3,8,1,27.2,I1,S4,16,1,34.8,,,,,,,,T12,3,67.9
363,,,,,,,,,,,,,I1,S3,8,1,27.2,I1,S4,16,1,34.8,,,,,,,,T13,3,80.4
364,,,,,,,,,,,,,I2,S3,8,1,30.2,I2,S4,16,1,36.6,,,,,,,,T11,3,68.4
365,,,,,,,,,,,,,I2,S3,8,1,30.2,I2,S4,16,1,36.6,,,,,,,,T12,3,67.9
366,,,,,,,,,,,,,I2,S3,8,1,30.2,I2,S4,16,1,36.6,,,,,,,,T13,3,80.4
367,,,,,,,,,,,,,I3,S3,8,1,32.5,I3,S4,16,1,37.9,,,,,,,,T11,3,68.4
368,,,,,,,,,,,,,I3,S3,8,1,32.5,I3,S4,16,1,37.9,,,,,,,,T12,3,67.9
369,,,,,,,,,,,,,I3,S3,8,1,32.5,I3,S4,16,1,37.9,,,,,,,,T13,3,80.4
370,,,,,,,,,,,,,I1,S3,8,2,29.3,I1,S4,16,2,33.9,,,,,,,,T11,3,68.4
371,,,,,,,,,,,,,I1,S3,8,2,29.3,I1,S4,16,2,33.9,,,,,,,,T12,3,67.9
372,,,,,,,,,,,,,I1,S3,8,2,29.3,I1,S4,16,2,33.9,,,,,,,,T13,3,80.4
373,,,,,,,,,,,,,I2,S3,8,2,28.4,I2,S4,16,2,36.0,,,,,,,,T11,3,68.4
374,,,,,,,,,,,,,I2,S3,8,2,28.4,I2,S4,16,2,36.0,,,,,,,,T12,3,67.9
375,,,,,,,,,,,,,I2,S3,8,2,28.4,I2,S4,16,2,36.0,,,,,,,,T13,3,80.4
376,,,,,,,,,,,,,I3,S3,8,2,29.9,I3,S4,16,2,37.8,,,,,,,,T11,3,68.4
377,,,,,,,,,,,,,I3,S3,8,2,29.9,I3,S4,16,2,37.8,,,,,,,,T12,3,67.9
378,,,,,,,,,,,,,I3,S3,8,2,29.9,I3,S4,16,2,37.8,,,,,,,,T13,3,80.4
379,,,,,,,,,,,,,I1,S3,8,3,30.3,I1,S4,16,3,35.3,,,,,,,,T11,3,68.4
380,,,,,,,,,,,,,I1,S3,8,3,30.3,I1,S4,16,3,35.3,,,,,,,,T12,3,67.9
381,,,,,,,,,,,,,I1,S3,8,3,30.3,I1,S4,16,3,35.3,,,,,,,,T13,3,80.4
382,,,,,,,,,,,,,I2,S3,8,3,32.3,I2,S4,16,3,37.1,,,,,,,,T11,3,68.4
383,,,,,,,,,,,,,I2,S3,8,3,32.3,I2,S4,16,3,37.1,,,,,,,,T12,3,67.9
384,,,,,,,,,,,,,I2,S3,8,3,32.3,I2,S4,16,3,37.1,,,,,,,,T13,3,80.4
385,,,,,,,,,,,,,I3,S3,8,3,31.9,I3,S4,16,3,38.7,,,,,,,,T11,3,68.4
386,,,,,,,,,,,,,I3,S3,8,3,31.9,I3,S4,16,3,38.7,,,,,,,,T12,3,67.9
387,,,,,,,,,,,,,I3,S3,8,3,31.9,I3,S4,16,3,38.7,,,,,,,,T13,3,80.4
388,,,,,,,,,,,,,,,,,,I1,S4,17,1,26.1,,,,,,,,T11,3,68.4
389,,,,,,,,,,,,,,,,,,I1,S4,17,1,26.1,,,,,,,,T12,3,67.9
390,,,,,,,,,,,,,,,,,,I1,S4,17,1,26.1,,,,,,,,T13,3,80.4
391,,,,,,,,,,,,,,,,,,I2,S4,17,1,28.5,,,,,,,,T11,3,68.4
392,,,,,,,,,,,,,,,,,,I2,S4,17,1,28.5,,,,,,,,T12,3,67.9
393,,,,,,,,,,,,,,,,,,I2,S4,17,1,28.5,,,,,,,,T13,3,80.4
394,,,,,,,,,,,,,,,,,,I3,S4,17,1,29.9,,,,,,,,T11,3,68.4
395,,,,,,,,,,,,,,,,,,I3,S4,17,1,29.9,,,,,,,,T12,3,67.9
396,,,,,,,,,,,,,,,,,,I3,S4,17,1,29.9,,,,,,,,T13,3,80.4
397,,,,,,,,,,,,,,,,,,I1,S4,17,2,25.4,,,,,,,,T11,3,68.4
398,,,,,,,,,,,,,,,,,,I1,S4,17,2,25.4,,,,,,,,T12,3,67.9
399,,,,,,,,,,,,,,,,,,I1,S4,17,2,25.4,,,,,,,,T13,3,80.4
400,,,,,,,,,,,,,,,,,,I2,S4,17,2,27.0,,,,,,,,T11,3,68.4
401,,,,,,,,,,,,,,,,,,I2,S4,17,2,27.0,,,,,,,,T12,3,67.9
402,,,,,,,,,,,,,,,,,,I2,S4,17,2,27.0,,,,,,,,T13,3,80.4
403,,,,,,,,,,,,,,,,,,I3,S4,17,2,29.8,,,,,,,,T11,3,68.4
404,,,,,,,,,,,,,,,,,,I3,S4,17,2,29.8,,,,,,,,T12,3,67.9
405,,,,,,,,,,,,,,,,,,I3,S4,17,2,29.8,,,,,,,,T13,3,80.4
406,,,,,,,,,,,,,,,,,,I1,S4,17,3,26.2,,,,,,,,T11,3,68.4
407,,,,,,,,,,,,,,,,,,I1,S4,17,3,26.2,,,,,,,,T12,3,67.9
408,,,,,,,,,,,,,,,,,,I1,S4,17,3,26.2,,,,,,,,T13,3,80.4
409,,,,,,,,,,,,,,,,,,I2,S4,17,3,27.2,,,,,,,,T11,3,68.4
410,,,,,,,,,,,,,,,,,,I2,S4,17,3,27.2,,,,,,,,T12,3,67.9
411,,,,,,,,,,,,,,,,,,I2,S4,17,3,27.2,,,,,,,,T13,3,80.4
412,,,,,,,,,,,,,,,,,,I3,S4,17,3,30.0,,,,,,,,T11,3,68.4
413,,,,,,,,,,,,,,,,,,I3,S4,17,3,30.0,,,,,,,,T12,3,67.9
414,,,,,,,,,,,,,,,,,,I3,S4,17,3,30.0,,,,,,,,T13,3,80.4
415,,,,,,,,,,,,,,,,,,I1,S4,18,1,21.9,,,,,,,,T11,3,68.4
416,,,,,,,,,,,,,,,,,,I1,S4,18,1,21.9,,,,,,,,T12,3,67.9
417,,,,,,,,,,,,,,,,,,I1,S4,18,1,21.9,,,,,,,,T13,3,80.4
418,,,,,,,,,,,,,,,,,,I2,S4,18,1,23.1,,,,,,,,T11,3,68.4
419,,,,,,,,,,,,,,,,,,I2,S4,18,1,23.1,,,,,,,,T12,3,67.9
420,,,,,,,,,,,,,,,,,,I2,S4,18,1,23.1,,,,,,,,T13,3,80.4
421,,,,,,,,,,,,,,,,,,I3,S4,18,1,26.1,,,,,,,,T11,3,68.4
422,,,,,,,,,,,,,,,,,,I3,S4,18,1,26.1,,,,,,,,T12,3,67.9
423,,,,,,,,,,,,,,,,,,I3,S4,18,1,26.1,,,,,,,,T13,3,80.4
424,,,,,,,,,,,,,,,,,,I1,S4,18,2,20.6,,,,,,,,T11,3,68.4
425,,,,,,,,,,,,,,,,,,I1,S4,18,2,20.6,,,,,,,,T12,3,67.9
426,,,,,,,,,,,,,,,,,,I1,S4,18,2,20.6,,,,,,,,T13,3,80.4
427,,,,,,,,,,,,,,,,,,I2,S4,18,2,21.4,,,,,,,,T11,3,68.4
428,,,,,,,,,,,,,,,,,,I2,S4,18,2,21.4,,,,,,,,T12,3,67.9
429,,,,,,,,,,,,,,,,,,I2,S4,18,2,21.4,,,,,,,,T13,3,80.4
430,,,,,,,,,,,,,,,,,,I3,S4,18,2,23.4,,,,,,,,T11,3,68.4
431,,,,,,,,,,,,,,,,,,I3,S4,18,2,23.4,,,,,,,,T12,3,67.9
432,,,,,,,,,,,,,,,,,,I3,S4,18,2,23.4,,,,,,,,T13,3,80.4
433,,,,,,,,,,,,,,,,,,I1,S4,18,3,20.2,,,,,,,,T11,3,68.4
434,,,,,,,,,,,,,,,,,,I1,S4,18,3,20.2,,,,,,,,T12,3,67.9
435,,,,,,,,,,,,,,,,,,I1,S4,18,3,20.2,,,,,,,,T13,3,80.4
436,,,,,,,,,,,,,,,,,,I2,S4,18,3,25.6,,,,,,,,T11,3,68.4
437,,,,,,,,,,,,,,,,,,I2,S4,18,3,25.6,,,,,,,,T12,3,67.9
438,,,,,,,,,,,,,,,,,,I2,S4,18,3,25.6,,,,,,,,T13,3,80.4
439,,,,,,,,,,,,,,,,,,I3,S4,18,3,26.3,,,,,,,,T11,3,68.4
440,,,,,,,,,,,,,,,,,,I3,S4,18,3,26.3,,,,,,,,T12,3,67.9
441,,,,,,,,,,,,,,,,,,I3,S4,18,3,26.3,,,,,,,,T13,3,80.4
442,,,,,,,,,,,,,,,,,,I1,S4,19,1,27.2,,,,,,,,T11,3,68.4
443,,,,,,,,,,,,,,,,,,I1,S4,19,1,27.2,,,,,,,,T12,3,67.9
444,,,,,,,,,,,,,,,,,,I1,S4,19,1,27.2,,,,,,,,T13,3,80.4
445,,,,,,,,,,,,,,,,,,I2,S4,19,1,29.9,,,,,,,,T11,3,68.4
446,,,,,,,,,,,,,,,,,,I2,S4,19,1,29.9,,,,,,,,T12,3,67.9
447,,,,,,,,,,,,,,,,,,I2,S4,19,1,29.9,,,,,,,,T13,3,80.4
448,,,,,,,,,,,,,,,,,,I3,S4,19,1,32.3,,,,,,,,T11,3,68.4
449,,,,,,,,,,,,,,,,,,I3,S4,19,1,32.3,,,,,,,,T12,3,67.9
450,,,,,,,,,,,,,,,,,,I3,S4,19,1,32.3,,,,,,,,T13,3,80.4
451,,,,,,,,,,,,,,,,,,I1,S4,19,2,28.4,,,,,,,,T11,3,68.4
452,,,,,,,,,,,,,,,,,,I1,S4,19,2,28.4,,,,,,,,T12,3,67.9
453,,,,,,,,,,,,,,,,,,I1,S4,19,2,28.4,,,,,,,,T13,3,80.4
454,,,,,,,,,,,,,,,,,,I2,S4,19,2,30.9,,,,,,,,T11,3,68.4
455,,,,,,,,,,,,,,,,,,I2,S4,19,2,30.9,,,,,,,,T12,3,67.9
456,,,,,,,,,,,,,,,,,,I2,S4,19,2,30.9,,,,,,,,T13,3,80.4
457,,,,,,,,,,,,,,,,,,I3,S4,19,2,33.8,,,,,,,,T11,3,68.4
458,,,,,,,,,,,,,,,,,,I3,S4,19,2,33.8,,,,,,,,T12,3,67.9
459,,,,,,,,,,,,,,,,,,I3,S4,19,2,33.8,,,,,,,,T13,3,80.4
460,,,,,,,,,,,,,,,,,,I1,S4,19,3,28.7,,,,,,,,T11,3,68.4
461,,,,,,,,,,,,,,,,,,I1,S4,19,3,28.7,,,,,,,,T12,3,67.9
462,,,,,,,,,,,,,,,,,,I1,S4,19,3,28.7,,,,,,,,T13,3,80.4
463,,,,,,,,,,,,,,,,,,I2,S4,19,3,31.7,,,,,,,,T11,3,68.4
464,,,,,,,,,,,,,,,,,,I2,S4,19,3,31.7,,,,,,,,T12,3,67.9
465,,,,,,,,,,,,,,,,,,I2,S4,19,3,31.7,,,,,,,,T13,3,80.4
466,,,,,,,,,,,,,,,,,,I3,S4,19,3,33.9,,,,,,,,T11,3,68.4
467,,,,,,,,,,,,,,,,,,I3,S4,19,3,33.9,,,,,,,,T12,3,67.9
468,,,,,,,,,,,,,,,,,,I3,S4,19,3,33.9,,,,,,,,T13,3,80.4
469,,,,,,,,,,,,,,,,,,I1,S4,20,1,28.5,,,,,,,,T11,3,68.4
470,,,,,,,,,,,,,,,,,,I1,S4,20,1,28.5,,,,,,,,T12,3,67.9
471,,,,,,,,,,,,,,,,,,I1,S4,20,1,28.5,,,,,,,,T13,3,80.4
472,,,,,,,,,,,,,,,,,,I2,S4,20,1,30.2,,,,,,,,T11,3,68.4
473,,,,,,,,,,,,,,,,,,I2,S4,20,1,30.2,,,,,,,,T12,3,67.9
474,,,,,,,,,,,,,,,,,,I2,S4,20,1,30.2,,,,,,,,T13,3,80.4
475,,,,,,,,,,,,,,,,,,I3,S4,20,1,32.5,,,,,,,,T11,3,68.4
476,,,,,,,,,,,,,,,,,,I3,S4,20,1,32.5,,,,,,,,T12,3,67.9
477,,,,,,,,,,,,,,,,,,I3,S4,20,1,32.5,,,,,,,,T13,3,80.4
478,,,,,,,,,,,,,,,,,,I1,S4,20,2,29.3,,,,,,,,T11,3,68.4
479,,,,,,,,,,,,,,,,,,I1,S4,20,2,29.3,,,,,,,,T12,3,67.9
480,,,,,,,,,,,,,,,,,,I1,S4,20,2,29.3,,,,,,,,T13,3,80.4
481,,,,,,,,,,,,,,,,,,I2,S4,20,2,32.7,,,,,,,,T11,3,68.4
482,,,,,,,,,,,,,,,,,,I2,S4,20,2,32.7,,,,,,,,T12,3,67.9
483,,,,,,,,,,,,,,,,,,I2,S4,20,2,32.7,,,,,,,,T13,3,80.4
484,,,,,,,,,,,,,,,,,,I3,S4,20,2,34.2,,,,,,,,T11,3,68.4
485,,,,,,,,,,,,,,,,,,I3,S4,20,2,34.2,,,,,,,,T12,3,67.9
486,,,,,,,,,,,,,,,,,,I3,S4,20,2,34.2,,,,,,,,T13,3,80.4
487,,,,,,,,,,,,,,,,,,I1,S4,20,3,28.5,,,,,,,,T11,3,68.4
488,,,,,,,,,,,,,,,,,,I1,S4,20,3,28.5,,,,,,,,T12,3,67.9
489,,,,,,,,,,,,,,,,,,I1,S4,20,3,28.5,,,,,,,,T13,3,80.4
490,,,,,,,,,,,,,,,,,,I2,S4,20,3,32.4,,,,,,,,T11,3,68.4
491,,,,,,,,,,,,,,,,,,I2,S4,20,3,32.4,,,,,,,,T12,3,67.9
492,,,,,,,,,,,,,,,,,,I2,S4,20,3,32.4,,,,,,,,T13,3,80.4
493,,,,,,,,,,,,,,,,,,I3,S4,20,3,34.6,,,,,,,,T11,3,68.4
494,,,,,,,,,,,,,,,,,,I3,S4,20,3,34.6,,,,,,,,T12,3,67.9
495,,,,,,,,,,,,,,,,,,I3,S4,20,3,34.6,,,,,,,,T13,3,80.4
496,,,,,,,,,,,,,,,,,,I1,S4,21,1,29.9,,,,,,,,T11,3,68.4
497,,,,,,,,,,,,,,,,,,I1,S4,21,1,29.9,,,,,,,,T12,3,67.9
498,,,,,,,,,,,,,,,,,,I1,S4,21,1,29.9,,,,,,,,T13,3,80.4
499,,,,,,,,,,,,,,,,,,I2,S4,21,1,30.2,,,,,,,,T11,3,68.4
500,,,,,,,,,,,,,,,,,,I2,S4,21,1,30.2,,,,,,,,T12,3,67.9
501,,,,,,,,,,,,,,,,,,I2,S4,21,1,30.2,,,,,,,,T13,3,80.4
502,,,,,,,,,,,,,,,,,,I3,S4,21,1,34.0,,,,,,,,T11,3,68.4
503,,,,,,,,,,,,,,,,,,I3,S4,21,1,34.0,,,,,,,,T12,3,67.9
504,,,,,,,,,,,,,,,,,,I3,S4,21,1,34.0,,,,,,,,T13,3,80.4
505,,,,,,,,,,,,,,,,,,I1,S4,21,2,28.5,,,,,,,,T11,3,68.4
506,,,,,,,,,,,,,,,,,,I1,S4,21,2,28.5,,,,,,,,T12,3,67.9
507,,,,,,,,,,,,,,,,,,I1,S4,21,2,28.5,,,,,,,,T13,3,80.4
508,,,,,,,,,,,,,,,,,,I2,S4,21,2,30.9,,,,,,,,T11,3,68.4
509,,,,,,,,,,,,,,,,,,I2,S4,21,2,30.9,,,,,,,,T12,3,67.9
510,,,,,,,,,,,,,,,,,,I2,S4,21,2,30.9,,,,,,,,T13,3,80.4
511,,,,,,,,,,,,,,,,,,I3,S4,21,2,35.6,,,,,,,,T11,3,68.4
512,,,,,,,,,,,,,,,,,,I3,S4,21,2,35.6,,,,,,,,T12,3,67.9
513,,,,,,,,,,,,,,,,,,I3,S4,21,2,35.6,,,,,,,,T13,3,80.4
514,,,,,,,,,,,,,,,,,,I1,S4,21,3,29.5,,,,,,,,T11,3,68.4
515,,,,,,,,,,,,,,,,,,I1,S4,21,3,29.5,,,,,,,,T12,3,67.9
516,,,,,,,,,,,,,,,,,,I1,S4,21,3,29.5,,,,,,,,T13,3,80.4
517,,,,,,,,,,,,,,,,,,I2,S4,21,3,29.9,,,,,,,,T11,3,68.4
518,,,,,,,,,,,,,,,,,,I2,S4,21,3,29.9,,,,,,,,T12,3,67.9
519,,,,,,,,,,,,,,,,,,I2,S4,21,3,29.9,,,,,,,,T13,3,80.4
520,,,,,,,,,,,,,,,,,,I3,S4,21,3,34.8,,,,,,,,T11,3,68.4
521,,,,,,,,,,,,,,,,,,I3,S4,21,3,34.8,,,,,,,,T12,3,67.9
522,,,,,,,,,,,,,,,,,,I3,S4,21,3,34.8,,,,,,,,T13,3,80.4
